id,correct,question,a,b,c,d
G1B09,3,On what HF frequencies are automatically controlled beacons permitted?,On any frequency if power is less than 1 watt,On any frequency if transmissions are in Morse code,21.08 MHz to 21.09 MHz,28.20 MHz to 28.30 MHz
G1B10,2,What is the power limit for beacon stations?,10 watts PEP output,20 watts PEP output,100 watts PEP output,200 watts PEP output
G1B11,0,"Who or what determines “good engineering and good amateur practice,” as applied to the operation of an amateur station in all respects not covered by the Part 97 rules?",The FCC,The control operator,The IEEE,The ITU
G1C01,0,What is the maximum transmitter power an amateur station may use on 10.140 MHz?,200 watts PEP output,1000 watts PEP output,1500 watts PEP output,2000 watts PEP output
G1C02,2,What is the maximum transmitter power an amateur station may use on the 12-meter band?,50 watts PEP output,200 watts PEP output,1500 watts PEP output,An effective radiated power equivalent to 100 watts from a half-wave dipole
G1C03,0,What is the maximum bandwidth permitted by FCC rules for amateur radio stations transmitting on USB frequencies in the 60-meter band?,2.8 kHz,5.6 kHz,1.8 kHz,3 kHz
G1C04,0,Which of the following is required by the FCC rules when operating in the 60-meter band?,"If you are using an antenna other than a dipole, you must keep a record of the gain of your antenna","You must keep a record of the date, time, frequency, power level, and stations worked",You must keep a record of all third-party traffic,You must keep a record of the manufacturer of your equipment and the antenna used
G1C05,2,What is the limit for transmitter power on the 28 MHz band for a General Class control operator?,100 watts PEP output,1000 watts PEP output,1500 watts PEP output,2000 watts PEP output
G1C06,3,What is the limit for transmitter power on the 1.8 MHz band?,200 watts PEP output,1000 watts PEP output,1200 watts PEP output,1500 watts PEP output
G1C07,2,What must be done before using a new digital protocol on the air?,Type-certify equipment to FCC standards,Obtain an experimental license from the FCC,Publicly document the technical characteristics of the protocol,Submit a rule-making proposal to the FCC describing the codes and methods of the technique
G1C08,3,What is the maximum symbol rate permitted for RTTY or data emission transmitted at frequencies below 28 MHz?,56 kilobaud,19.6 kilobaud,1200 baud,300 baud
G1C09,2,What is the maximum power limit on the 60-meter band?,1500 watts PEP,10 watts RMS,ERP of 100 watts PEP with respect to a dipole,ERP of 100 watts PEP with respect to an isotropic antenna
G1C10,2,What is the maximum symbol rate permitted for RTTY or data emission transmissions on the 10-meter band?,56 kilobaud,19.6 kilobaud,1200 baud,300 baud
G1C11,3,What measurement is specified by FCC rules that regulate maximum power?,RMS output from the transmitter,RMS input to the antenna,PEP input to the antenna,PEP output from the transmitter
G1D01,0,Who may receive partial credit for the elements represented by an expired amateur radio license?,"Any person who can demonstrate that they once held an FCC-issued General, Advanced, or Amateur Extra class license that was not revoked by the FCC",Anyone who held an FCC-issued amateur radio license that expired not less than 5 and not more than 15 years ago,"Any person who previously held an amateur license issued by another country, but only if that country has a current reciprocal licensing agreement with the FCC","Only persons who once held an FCC issued Novice, Technician, or Technician Plus license"
G1D02,2,What license examinations may you administer as an accredited Volunteer Examiner holding a General class operator license?,General and Technician,"None, only Amateur Extra class licensees may be accredited",Technician only,"Amateur Extra, General, and Technician"
G1D03,2,On which of the following band segments may you operate if you are a Technician class operator and have an unexpired Certificate of Successful Completion of Examination (CSCE) for General class privileges?,Only the Technician band segments until your upgrade is posted in the FCC database,Only on the Technician band segments until you have a receipt for the FCC application fee payment,On any General or Technician class band segment,On any General or Technician class band segment except 30 meters and 60 meters
G1D04,0,Who must observe the administration of a Technician class license examination?,At least three Volunteer Examiners of General class or higher,At least two Volunteer Examiners of General class or higher,At least two Volunteer Examiners of Technician class or higher,At least three Volunteer Examiners of Technician class
G1D05,0,"When operating a US station by remote control from outside the country, what license is required of the control operator?",A US operator/primary station license,Only an appropriate US operator/primary license and a special remote station permit from the FCC,"Only a license from the foreign country, as long as the call sign includes identification of portable operation in the US",A license from the foreign country and a special remote station permit from the FCC
G1D06,0,"Until an upgrade to General class is shown in the FCC database, when must a Technician licensee identify with “AG” after their call sign?",Whenever they operate using General class frequency privileges,Whenever they operate on any amateur frequency,Whenever they operate using Technician frequency privileges,A special identifier is not required if their General class license application has been filed with the FCC
G1D07,2,Volunteer Examiners are accredited by what organization?,The Federal Communications Commission,The Universal Licensing System,A Volunteer Examiner Coordinator,The Wireless Telecommunications Bureau
G1D08,1,Which of the following criteria must be met for a non-US citizen to be an accredited Volunteer Examiner?,The person must be a resident of the US for a minimum of 5 years,The person must hold an FCC granted amateur radio license of General class or above,The person’s home citizenship must be in ITU region 2,None of these choices is correct; a non-US citizen cannot be a Volunteer Examiner
G1D09,2,How long is a Certificate of Successful Completion of Examination (CSCE) valid for exam element credit?,30 days,180 days,365 days,For as long as your current license is valid
G1D10,1,What is the minimum age that one must be to qualify as an accredited Volunteer Examiner?,16 years,18 years,21 years,There is no age limit
G1D11,3,What action is required to obtain a new General class license after a previously held license has expired and the two-year grace period has passed?,They must have a letter from the FCC showing they once held an amateur or commercial license,There are no requirements other than being able to show a copy of the expired license,Contact the FCC to have the license reinstated,The applicant must show proof of the appropriate expired license grant and pass the current Element 2 exam
G1D12,2,"When operating a station in South America by remote control over the internet from the US, what regulations apply?",Those of both the remote station’s country and the FCC,Those of the remote station’s country and the FCC’s third-party regulations,Only those of the remote station’s country,Only those of the FCC
G1E01,0,Which of the following would disqualify a third party from participatingin sending a message via an amateur station?,The third party’s amateur license has been revoked and not reinstated,The third party is not a US citizen,The third party is speaking in a language other than English,All these choices are correct
G1E02,3,When may a 10-meter repeater retransmit the 2-meter signal from a station that has a Technician class control operator?,Under no circumstances,Only if the station on 10-meters is operating under a Special Temporary Authorization allowing such retransmission,Only during an FCC-declared general state of communications emergency,Only if the 10-meter repeater control operator holds at least a General class license
G1E03,0,What is required to conduct communications with a digital station operating under automatic control outside the automatic control band segments?,The station initiating the contact must be under local or remote control,The interrogating transmission must be made by another automatically controlled station,No third-party traffic may be transmitted,The control operator of the interrogating station must hold an Amateur Extra class license
G1E04,3,Which of the following conditions require a licensed amateur radio operator to take specific steps to avoid harmful interference to other users or facilities?,When operating within one mile of an FCC Monitoring Station,When using a band where the Amateur Service is secondary,When a station is transmitting spread spectrum emissions,All these choices are correct
G1E05,2,What are the restrictions on messages sent to a third party in a country with which there is a Third-Party Agreement?,They must relate to emergencies or disaster relief,They must be for other licensed amateurs,"They must relate to amateur radio, or remarks of a personal character, or messages relating to emergencies or disaster relief",The message must be limited to no longer than 1 minute in duration and the name of the third party must be recorded in the station log
G1E06,2,The frequency allocations of which ITU region apply to radio amateurs operating in North and South America?,Region 4,Region 3,Region 2,Region 1
G1E07,3,In what part of the 2.4 GHz band may an amateur station communicate with non-licensed Wi-Fi stations?,Anywhere in the band,Channels 1 through 4,Channels 42 through 45,No part
G1E08,1,What is the maximum PEP output allowed for spread spectrum transmissions?,100 milliwatts,10 watts,100 watts,1500 watts
G1E09,0,Under what circumstances are messages that are sent via digital modes exempt from Part 97 third-party rules that apply to other modes of communication?,Under no circumstances,When messages are encrypted,When messages are not encrypted,When under automatic control
G1E10,0,"Why should an amateur operator normally avoid transmitting on 14.100, 18.110, 21.150, 24. 930 and 28.200 MHz?",A system of propagation beacon stations operates on those frequencies,A system of automatic digital stations operates on those frequencies ,These frequencies are set aside for emergency operations,These frequencies are set aside for bulletins from the FCC
G1E11,3,On what bands may automatically controlled stations transmitting RTTY or data emissions communicate with other automatically controlled digital stations?,On any band segment where digital operation is permitted,Anywhere in the non-phone segments of the 10-meter or shorter wavelength bands,Only in the non-phone Extra Class segments of the bands,"Anywhere in the 6-meter or shorter wavelength bands, and in limited segments of some of the HF bands"
G1E12,0,When may third-party messages be transmitted via remote control?,Under any circumstances in which third party messages are permitted by FCC rules,Under no circumstances except for emergencies,Only when the message is intended for licensed radio amateurs,Only when the message is intended for third parties in areas where licensing is controlled by the FCC
G2A01,0,Which mode is most commonly used for voice communications on frequencies of 14 MHz or higher?,Upper sideband,Lower sideband,Suppressed sideband,Double sideband
G2A02,1,"Which mode is most commonly used for voice communications on the 160-, 75-, and 40-meter bands?",Upper sideband,Lower sideband,Suppressed sideband,Double sideband
G2A03,0,Which mode is most commonly used for SSB voice communications in the VHF and UHF bands?,Upper sideband,Lower sideband,Suppressed sideband,Double sideband
G2A04,0,Which mode is most commonly used for voice communications on the 17- and 12-meter bands?,Upper sideband,Lower sideband,Suppressed sideband,Double sideband
G2A05,2,Which mode of voice communication is most commonly used on the HF amateur bands?,Frequency modulation,Double sideband,Single sideband,Single phase modulation
G2A06,3,"Which of the following is an advantage of using single sideband, as compared to other analog voice modes on the HF amateur bands?",Very high-fidelity voice modulation,Less subject to interference from atmospheric static crashes,Ease of tuning on receive and immunity to impulse noise,Less bandwidth used and greater power efficiency
G2A07,1,Which of the following statements is true of single sideband (SSB)?,Only one sideband and the carrier are transmitted; the other sideband is suppressed,Only one sideband is transmitted; the other sideband and carrier are suppressed,"SSB is the only voice mode authorized on the 20-, 15-, and 10-meter amateur bands","SSB is the only voice mode authorized on the 160-, 75-, and 40-meter amateur bands"
G2A08,1,What is the recommended way to break into a phone contact?,"Say “QRZ” several times, followed by your call sign",Say your call sign once,Say “Breaker Breaker”,Say “CQ” followed by the call sign of either station
G2A09,3,"Why do most amateur stations use lower sideband on the 160-, 75-, and 40-meter bands?",Lower sideband is more efficient than upper sideband at these frequencies,Lower sideband is the only sideband legal on these frequency bands,Because it is fully compatible with an AM detector,It is commonly accepted amateur practice
G2A10,1,Which of the following statements is true of VOX operation versus PTT operation?,The received signal is more natural sounding,It allows “hands free” operation,It occupies less bandwidth,It provides more power output
G2A11,2,"Generally, who should respond to a station in the contiguous 48 states calling “CQ DX”?",Any caller is welcome to respond,Only stations in Germany,Any stations outside the lower 48 states,Only contest stations
G2A12,1,What control is typically adjusted for proper ALC setting on a single sideband transceiver?,RF clipping level,Transmit audio or microphone gain,Antenna inductance or capacitance,Attenuator level
G2B01,2,Which of the following is true concerning access to frequencies?,Nets have priority,QSOs in progress have priority,"Except during emergencies, no amateur station has priority access to any frequency",Contest operations should yield to non-contest use of frequencies
G2B02,1,What is the first thing you should do if you are communicating with another amateur station and hear a station in distress break in?,Inform your local emergency coordinator,Acknowledge the station in distress and determine what assistance may be needed,Immediately decrease power to avoid interfering with the station in distress,Immediately cease all transmissions
G2B03,2,What is good amateur practice if propagation changes during a contact creating interference from other stations using the frequency?,Advise the interfering stations that you are on the frequency and that you have priority,Decrease power and continue to transmit,Attempt to resolve the interference problem with the other stations in a mutually acceptable manner,Switch to the opposite sideband
G2B04,1,"When selecting a CW transmitting frequency, what minimum separation from other stations should be used to minimize interference to stations on adjacent frequencies?",5 Hz to 50 Hz,150 Hz to 500 Hz,1 kHz to 3 kHz,3 kHz to 6 kHz
G2B05,2,"When selecting an SSB transmitting frequency, what minimum separation should be used to minimize interference to stations on adjacent frequencies?",5 Hz to 50 Hz,150 Hz to 500 Hz,2 kHz to 3 kHz,Approximately 6 kHz
G2B06,0,How can you avoid harmful interference on an apparently clear frequency before calling CQ on CW or phone?,"Send “QRL?” on CW, followed by your call sign; or, if using phone, ask if the frequency is in use, followed by your call sign",Listen for 2 minutes before calling CQ,"Send the letter “V” in Morse code several times and listen for a response, or say “test” several times and listen for a response","Send “QSY” on CW or if using phone, announce “the frequency is in use,” then give your call sign and listen for a response"
G2B07,2,Which of the following complies with commonly accepted amateur practice when choosing a frequency on which to initiate a call?,Listen on the frequency for at least two minutes to be sure it is clear,Identify your station by transmitting your call sign at least 3 times,Follow the voluntary band plan,All these choices are correct
G2B08,0,What is the voluntary band plan restriction for US stations transmitting within the 48 contiguous states in the 50.1 MHz to 50.125 MHz band segment?,Only contacts with stations not within the 48 contiguous states,Only contacts with other stations within the 48 contiguous states,Only digital contacts,Only SSTV contacts
G2B09,0,Who may be the control operator of an amateur station transmitting in RACES to assist relief operations during a disaster?,Only a person holding an FCC-issued amateur operator license,Only a RACES net control operator,A person holding an FCC-issued amateur operator license or an appropriate government official,Any control operator when normal communication systems are operational
G2B10,1,Which of the following is good amateur practice for net management?,Always use multiple sets of phonetics during check-in,Have a backup frequency in case of interference or poor conditions,Transmit the full net roster at the beginning of every session,All these choices are correct
G2B11,2,How often may RACES training drills and tests be routinely conducted without special authorization?,No more than 1 hour per month,No more than 2 hours per month,No more than 1 hour per week,No more than 2 hours per week
G2C01,3,Which of the following describes full break-in CW operation (QSK)?,Breaking stations send the Morse code prosign “BK”,"Automatic keyers, instead of hand keys, are used to send Morse code",An operator must activate a manual send/receive switch before and after every transmission,Transmitting stations can receive between code characters and elements
G2C02,0,What should you do if a CW station sends “QRS?”,Send slower,Change frequency,Increase your power,Repeat everything twice
G2C03,2,What does it mean when a CW operator sends “KN” at the end of a transmission?,No US stations should call,Operating full break-in,Listening only for a specific station or stations,Closing station now
G2C04,3,What does the Q signal “QRL?” mean?,“Will you keep the frequency clear?”,“Are you operating full break-in?” or “Can you operate full break-in?”,“Are you listening only for a specific station?”,“Are you busy?” or “Is this frequency in use?”
G2C05,1,What is the best speed to use when answering a CQ in Morse code?,"The fastest speed at which you are comfortable copying, but no slower than the CQ","The fastest speed at which you are comfortable copying, but no faster than the CQ",At the standard calling speed of 10 wpm,At the standard calling speed of 5 wpm
G2C06,3,What does the term “zero beat” mean in CW operation?,Matching the speed of the transmitting station,Operating split to avoid interference on frequency,Sending without error,Matching the transmit frequency to the frequency of a received signal
G2C07,0,"When sending CW, what does a “C” mean when added to the RST report?",Chirpy or unstable signal,Report was read from an S meter rather than estimated,100 percent copy,Key clicks
G2C08,2,What prosign is sent to indicate the end of a formal message when using CW?,SK,BK,AR,KN
G2C09,2,What does the Q signal “QSL” mean?,Send slower,We have already confirmed the contact,I have received and understood,We have worked before
G2C10,3,What does the Q signal “QRN” mean?,Send more slowly,Stop sending,Zero beat my signal,I am troubled by static
G2C11,3,What does the Q signal “QRV” mean?,You are sending too fast,There is interference on the frequency,I am quitting for the day,I am ready to receive
G2D01,0,What is the Volunteer Monitor Program?,Amateur volunteers who are formally enlisted to monitor the airwaves for rules violations,Amateur volunteers who conduct amateur licensing examinations,Amateur volunteers who conduct frequency coordination for amateur VHF repeaters,Amateur volunteers who use their station equipment to help civil defense organizations in times of emergency
G2D02,3,Which of the following are objectives of the Volunteer Monitor Program?,To conduct efficient and orderly amateur licensing examinations,To provide emergency and public safety communications,To coordinate repeaters for efficient and orderly spectrum usage,To encourage amateur radio operators to self-regulate and comply with the rules
G2D03,1,What procedure may be used by Volunteer Monitors to localize a station whose continuous carrier is holding a repeater on in their area?,Compare vertical and horizontal signal strengths on the input frequency,Compare beam headings on the repeater input from their home locations with that of other Volunteer Monitors,Compare signal strengths between the input and output of the repeater,All these choices are correct
G2D04,1,Which of the following describes an azimuthal projection map?,A map that shows accurate land masses,A map that shows true bearings and distances from a specific location,A map that shows the angle at which an amateur satellite crosses the equator,A map that shows the number of degrees longitude that an amateur satellite appears to move westward at the equator with each orbit
G2D05,2,Which of the following indicates that you are looking for an HF contact with any station?,"Sign your call sign once, followed by the words “listening for a call” -- if no answer, change frequency and repeat","Say “QTC” followed by “this is” and your call sign -- if no answer, change frequency and repeat","Repeat “CQ” a few times, followed by “this is,” then your call sign a few times, then pause to listen, repeat as necessary","Transmit an unmodulated carried for approximately 10 seconds, followed by “this is” and your call sign, and pause to listen -- repeat as necessary"
G2D06,2,How is a directional antenna pointed when making a “long-path” contact with another station?,Toward the rising sun,Along the gray line,180 degrees from the station’s short-path heading,Toward the north
G2D07,3,Which of the following are examples of the NATO Phonetic Alphabet?,"Able, Baker, Charlie, Dog","Adam, Boy, Charles, David","America, Boston, Canada, Denmark","Alpha, Bravo, Charlie, Delta"
G2D08,3,Why do many amateurs keep a station log?,The FCC requires a log of all international contacts,The FCC requires a log of all international third-party traffic,The log provides evidence of operation needed to renew a license without retest,To help with a reply if the FCC requests information about your station
G2D09,2,Which of the following is required when participating in a contest on HF frequencies?,Submit a log to the contest sponsor,"Send a QSL card to the stations worked, or QSL via Logbook of The World",Identify your station according to normal FCC regulations,All these choices are correct
G2D10,1,What is QRP operation?,Remote piloted model control,Low-power transmit operation,Transmission using Quick Response Protocol,Traffic relay procedure net operation
G2D11,0,Why are signal reports typically exchanged at the beginning of an HF contact?,To allow each station to operate according to conditions,To be sure the contact will count for award programs,To follow standard radiogram structure,To allow each station to calibrate their frequency display
G2E01,3,Which mode is normally used when sending RTTY signals via AFSK with an SSB transmitter?,USB,DSB,CW,LSB
G2E02,1,What is VARA?,A low signal-to-noise digital mode used for EME (moonbounce),A digital protocol used with Winlink,A radio direction finding system used on VHF and UHF, DX spotting system using a network of software defined radios
G2E03,3,What symptoms may result from other signals interfering with a PACTOR or VARA transmission?,Frequent retries or timeouts,Long pauses in message transmission,Failure to establish a connection between stations,All these choices are correct
G2E04,3,Which of the following is good practice when choosing a transmitting frequency to answer a station calling CQ using FT8?,Always call on the station’s frequency,Call on any frequency in the waterfall except the station’s frequency,Find a clear frequency during the same time slot as the calling station,Find a clear frequency during the alternate time slot to the calling station
G2E05,1,"What is the standard sideband for JT65, JT9, FT4, or FT8 digital signal when using AFSK?",LSB,USB,DSB,SSB
G2E06,1,What is the most common frequency shift for RTTY emissions in the amateur HF bands?,85 Hz,170 Hz,425 Hz,850 Hz
G2E07,1,Which of the following is required when using FT8?,A special hardware modem,Computer time accurate to within approximately 1 second,Receiver attenuator set to -12 dB,A vertically polarized antenna
G2E08,3,In what segment of the 20-meter band are most digital mode operations commonly found?,"At the bottom of the slow-scan TV segment, near 14.230 MHz","At the top of the SSB phone segment, near 14.325 MHz","In the middle of the CW segment, near 14.100 MHz",Between 14.070 MHz and 14.100 MHz
G2E09,2,How do you join a contact between two stations using the PACTOR protocol?,Send broadcast packets containing your call sign while in MONITOR mode,Transmit a steady carrier until the PACTOR protocol times out and disconnects,"Joining an existing contact is not possible, PACTOR connections are limited to two stations",Send a NAK code
G2E10,3,Which of the following is a way to establish contact with a digital messaging system gateway station?,Send an email to the system control operator,Send QRL in Morse code,Respond when the station broadcasts its SSID,Transmit a connect message on the station’s published frequency
G2E11,2,What is the primary purpose of an Amateur Radio Emergency Data Network (AREDN) mesh network?,To provide FM repeater coverage in remote areas,To provide real time propagation data by monitoring amateur radio transmissions worldwide,To provide high-speed data services during an emergency or community event,To provide DX spotting reports to aid contesters and DXers
G2E12,3,Which of the following describes Winlink?,An amateur radio wireless network to send and receive email on the internet,A form of Packet Radio,A wireless network capable of both VHF and HF band operation,All of the above
G2E13,1,What is another name for a Winlink Remote Message Server?,Terminal Node Controller,Gateway,RJ-45,Printer/Server
G2E14,3,What could be wrong if you cannot decode an RTTY or other FSK signal even though it is apparently tuned in properly?,The mark and space frequencies may be reversed,You may have selected the wrong baud rate,You may be listening on the wrong sideband,All these choices are correct
G2E15,2,Which of the following is a common location for FT8?,Anywhere in the voice portion of the band,Anywhere in the CW portion of the band,Approximately 14.074 MHz to 14.077 MHz,Approximately 14.110 MHz to 14.113 MHz
G3A01,0,How does a higher sunspot number affect HF propagation?,Higher sunspot numbers generally indicate a greater probability of good propagation at higher frequencies,Lower sunspot numbers generally indicate greater probability of sporadic E propagation,A zero sunspot number indicates that radio propagation is not possible on any band,A zero sunspot number indicates undisturbed conditions
G3A02,1,What effect does a sudden ionospheric disturbance have on the daytime ionospheric propagation?,It enhances propagation on all HF frequencies,It disrupts signals on lower frequencies more than those on higher frequencies,It disrupts communications via satellite more than direct communications,"None, because only areas on the night side of the Earth are affected"
G3A03,2,Approximately how long does it take the increased ultraviolet and X-ray radiation from a solar flare to affect radio propagation on Earth?,28 days,1 to 2 hours,8 minutes,20 to 40 hours
G3A04,3,Which of the following are the least reliable bands for long-distance communications during periods of low solar activity?,80 meters and 160 meters,60 meters and 40 meters,30 meters and 20 meters,"15 meters, 12 meters, and 10 meters"
G3A05,3,What is the solar flux index?,A measure of the highest frequency that is useful for ionospheric propagation between two points on Earth,A count of sunspots that is adjusted for solar emissions,Another name for the American sunspot number,A measure of solar radiation with a wavelength of 10.7 centimeters
G3A06,3,What is a geomagnetic storm?,A sudden drop in the solar flux index,A thunderstorm that affects radio propagation,Ripples in the geomagnetic force,A temporary disturbance in Earth’s geomagnetic field
G3A07,3,At what point in the solar cycle does the 20-meter band usually support worldwide propagation during daylight hours?,At the summer solstice,Only at the maximum point,Only at the minimum point,At any point
G3A08,3,How can a geomagnetic storm affect HF propagation?,Improve high-latitude HF propagation,Degrade ground wave propagation,Improve ground wave propagation,Degrade high-latitude HF propagation
G3A09,0,How can high geomagnetic activity benefit radio communications?,Creates auroras that can reflect VHF signals,Increases signal strength for HF signals passing through the polar regions,Improve HF long path propagation,Reduce long delayed echoes
G3A10,2,What causes HF propagation conditions to vary periodically in a 26- to 28-day cycle?,Long term oscillations in the upper atmosphere,Cyclic variation in Earth’s radiation belts,Rotation of the Sun’s surface layers around its axis,The position of the Moon in its orbit
G3A11,3,How long does it take a coronal mass ejection to affect radio propagation on Earth?,28 days,14 days,4 to 8 minutes,15 hours to several days
G3A12,1,What does the K-index measure?,The relative position of sunspots on the surface of the Sun,The short-term stability of Earth’s geomagnetic field,The short-term stability of the Sun’s magnetic field,"The solar radio flux at Boulder, Colorado"
G3A13,2,What does the A-index measure?,The relative position of sunspots on the surface of the Sun,The amount of polarization of the Sun’s electric field,The long-term stability of Earth’s geomagnetic field,"The solar radio flux at Boulder, Colorado"
G3A14,1,How is long distance radio communication usually affected by the charged particles that reach Earth from solar coronal holes?,HF communication is improved,HF communication is disturbed,VHF/UHF ducting is improved,VHF/UHF ducting is disturbed
G3B01,3,What is a characteristic of skywave signals arriving at your location by both short-path and long-path propagation?,Periodic fading approximately every 10 seconds,Signal strength increased by 3 dB,The signal might be cancelled causing severe attenuation,A slightly delayed echo might be heard
G3B02,3,What factors affect the MUF?,Path distance and location,Time of day and season,Solar radiation and ionospheric disturbances,All these choices are correct
G3B03,0,Which frequency will have the least attenuation for long-distance skip propagation?,Just below the MUF,Just above the LUF,Just below the critical frequency,Just above the critical frequency
G3B04,0,Which of the following is a way to determine current propagation on a desired band from your station?,Use a network of automated receiving stations on the internet to see where your transmissions are being received,Check the A-index,Send a series of dots and listen for echoes,All these choices are correct
G3B05,0,How does the ionosphere affect radio waves with frequencies below the MUF and above the LUF?,They are refracted back to Earth,They pass through the ionosphere,They are amplified by interaction with the ionosphere,They are refracted and trapped in the ionosphere to circle Earth
G3B06,2,What usually happens to radio waves with frequencies below the LUF?,They are refracted back to Earth,They pass through the ionosphere,They are attenuated before reaching the destination,They are refracted and trapped in the ionosphere to circle Earth
G3B07,0,What does LUF stand for?,The Lowest Usable Frequency for communications between two specific points,Lowest Usable Frequency for communications to any point outside a 100-mile radius,The Lowest Usable Frequency during a 24-hour period,Lowest Usable Frequency during the past 60 minutes
G3B08,1,What does MUF stand for?,The Minimum Usable Frequency for communications between two points,The Maximum Usable Frequency for communications between two points,The Minimum Usable Frequency during a 24-hour period,The Maximum Usable Frequency during a 24-hour period
G3B09,2,What is the approximate maximum distance along the Earth’s surface normally covered in one hop using the F2 region?,180 miles,"1,200 miles","2,500 miles","12,000 miles"
G3B10,1,What is the approximate maximum distance along the Earth’s surface normally covered in one hop using the E region?,180 miles,"1,200 miles","2,500 miles","12,000 miles"
G3B11,0,What happens to HF propagation when the LUF exceeds the MUF?,Propagation via ordinary skywave communications is not possible over that path,HF communications over the path are enhanced,Double-hop propagation along the path is more common,Propagation over the path on all HF frequencies is enhanced
G3B12,3,Which of the following is typical of the lower HF frequencies during the summer?,Poor propagation at any time of day,World-wide propagation during daylight hours,Heavy distortion on signals due to photon absorption,High levels of atmospheric noise or static
G3C01,0,Which ionospheric region is closest to the surface of Earth?,The D region,The E region,The F1 region,The F2 region
